"id","mean_gs","sd","skewness","kurtosis","current_max","current_mean","current_min","gebco","x","y","sample_type"
566,0.14,1.53,-0.2,7.55,0.032686665654182,0.02855703048408,0.02572475373745,-78,-61.7648299979493,43.4266700004872,"Grab Van Veen"
567,0.62,1.3,0.84,15.17,0.032686665654182,0.02855703048408,0.02572475373745,-78,-61.7653299991895,43.4285000007928,"Grab Van Veen"
568,0.06,1.65,0.13,7.24,0.037854373455048,0.032520402222872,0.029355747625232,-79,-61.7508299997057,43.4245000013629,"Grab Van Veen"
569,-0.51,2.53,1.17,5.27,0.045465186238289,0.038031220436096,0.034385196864605,-78,-61.7356699987252,43.4223300006067,"Grab Van Veen"
570,-1.05,1.82,1.02,6.9,0.057297348976135,0.047127153724432,0.042341776192188,-79,-61.708999998989,43.4173299991929,"Grab Van Veen"
571,-0.14,1.5,0.48,9.29,0.061470963060856,0.050396099686623,0.045146845281124,-78,-61.7003299998361,43.4176699994058,"Grab Van Veen"
572,1.7,0.8,5.39,43.61,0.068204209208488,0.056542504578829,0.051036193966866,-78,-61.6913300002335,43.4183299992786,"Grab Van Veen"
573,1.85,0.8,5.69,43.73,0.075049221515656,0.061922162771225,0.055734403431416,-78,-61.6766699982989,43.418500000732,"Grab Van Veen"
574,0.3,1.16,2.5,19.68,0.053479041904211,0.044889204204082,0.039456475526094,-46,-61.3378299990645,43.8461700010108,"Grab Van Veen"
579,2.12,0.7,5.37,46.09,0.058804322034121,0.043170269578695,0.030378725379705,-31,-60.6699999992241,43.9449999997936,"Grab Van Veen"
580,1.44,0.73,4.95,47.66,0.055406332015991,0.047225873917341,0.0381103977561,-30,-60.493329999844,43.9183299998582,"Grab Van Veen"
581,0.51,1.26,0.82,13.23,0.053555097430944,0.045859318226576,0.03731157258153,-30,-60.4456699982565,43.9096700006895,"Grab Van Veen"
582,1.18,0.88,4.44,37.91,0.052506629377604,0.044319130480289,0.035677049309015,-24,-60.4208299996321,43.9093299992939,"Grab Van Veen"
583,1.55,0.74,5.05,48.2,0.051338512450457,0.043224263936281,0.034692984074354,-30,-60.3971699995693,43.9036700010002,"Grab Van Veen"
584,1.27,0.81,4.46,40.36,0.119149975478649,0.101609125733376,0.088846325874329,-25,-60.0568299997592,43.8919999998954,"Grab Van Veen"
585,1.8,0.78,4.17,34.05,0.127220153808594,0.109323583543301,0.095953203737736,-25,-60.029669999512,43.8875000009165,"Grab Van Veen"
586,1.74,0.78,4.58,38.12,0.140323549509048,0.120435141026974,0.105632342398167,-30,-60.0115000003789,43.8763299999097,"Grab Van Veen"
587,2.45,0.77,3.31,27.44,0.152693957090378,0.135605469346046,0.126389101147652,-33,-59.8404999996071,43.8825000008369,"Grab Van Veen"
588,1.81,0.85,3.28,23.79,0.142310500144959,0.129448428750038,0.12257619202137,-28,-59.8113299985215,43.8853299995574,"Grab Van Veen"
589,2.57,0.8,2.97,25.22,0.103135019540787,0.099464185535908,0.095412634313107,-30,-59.6569999991219,43.9350000001037,"Grab Van Veen"
590,1.2,0.86,4.03,33.91,0.131977871060371,0.123987533152103,0.114204458892345,-33,-59.8648299993205,44.0069999995088,"Grab Van Veen"
591,1.25,0.72,5.99,57.98,0.141083434224129,0.128046616911888,0.120733641088009,-30,-59.7920000006399,43.8888299999494,"Grab Van Veen"
592,7.35,2.17,-0.81,2.71,0.644825637340546,0.599816560745239,0.566243886947632,-1052,-61.5341699981994,42.8948300003588,"Piston Benthos"
594,7.38,3.02,-0.15,1.94,1.19956839084625,1.1218535900116,1.02348864078522,-1829,-61.8176700005063,42.6435000000772,"Piston Benthos"
597,7.8,2.01,-1.15,3.43,0.784274041652679,0.715587139129639,0.662814855575562,-1298,-61.7308299998243,42.7870000000549,"Piston Benthos"
598,7.45,2.49,-0.99,2.79,1.17748272418976,1.11531007289886,1.02176129817963,-1965,-61.666999998594,42.6516700005318,"Piston Benthos"
600,8.87,2.46,-0.46,2.44,1.12493085861206,1.05636501312256,0.96718692779541,-1768,-61.6486699994147,42.6973299999144,"Piston Benthos"
604,7.8,3.19,-0.01,1.57,0.862784445285797,0.769617199897766,0.678044557571411,-2179,-61.0966699997169,43.0383299993163,"Gravity Gravity"
607,4.92,2.35,2.04,6.14,0.523417174816132,0.438111275434494,0.364181667566299,-616,-61.0066699994074,43.1799999994496,"Piston Benthos"
608,1.98,1.56,2.6,14.34,0.487229406833649,0.431280016899109,0.358820170164108,-114,-61.4216699980747,44.7683300004262,"Vibrocore Dalhousie"
610,5.86,3.17,-0.35,2.02,0.494620829820633,0.430215865373611,0.351795375347137,-121,-61.408329999368,44.7350000003435,"Vibrocore Dalhousie"
611,2.35,1.47,2.55,14.86,0.462172448635101,0.40256255865097,0.324106693267822,-106,-61.2958299991551,44.7316700003527,"Piston Benthos"
612,6.09,3.28,-0.91,3.48,0.467117577791214,0.403992742300034,0.323625534772873,-105,-61.2999999999396,44.7233300012278,"Piston Benthos"
613,2.46,1.77,1.6,10.3,0.467117577791214,0.403992742300034,0.323625534772873,-105,-61.2999999999396,44.7233300012278,"Piston Benthos"
614,7.99,1.85,-1.32,4.83,0.454173982143402,0.391011625528336,0.313158333301544,-98,-61.2100000004198,44.7250000008515,"Piston Benthos"
615,1.37,2.02,-0.05,6.71,0.454173982143402,0.391011625528336,0.313158333301544,-98,-61.2100000004198,44.7250000008515,"Piston Benthos"
617,7.35,2.02,-0.35,1.76,0.495878875255585,0.418073534965515,0.334418743848801,-131,-61.4166699995506,44.6983300008842,"Piston Benthos"
618,7.7,1.99,-0.99,3.9,0.367922902107239,0.33154633641243,0.288132011890411,-136,-61.7749999978849,44.7000000003695,"Piston Benthos"
623,4.64,1.56,1.96,6.79,0.138934314250946,0.118429809808731,0.078697264194489,-109,-62.686670000165,43.0016700001401,"Grab Shipek"
625,3.72,1.2,3.15,16.45,0.117044299840927,0.089543178677559,0.052305337041616,-109,-62.6399999994404,43.0699999999675,"Grab Shipek"
626,0.66,0.99,0.47,10.06,0.129124999046326,0.106274053454399,0.069270849227905,-110,-62.6166699990467,43.0250000005259,"Grab Shipek"
627,4.57,2.02,0.64,3.14,0.137172147631645,0.118699297308922,0.084938786923885,-112,-62.5966700003233,42.999999999878,"Grab Shipek"
629,4.49,2.61,0.82,2.47,0.103564314544201,0.078790731728077,0.058108493685722,-195,-58.953329998826,46.2533299994347,"Grab Van Veen"
630,2.26,2.89,0.11,3.72,0.107411079108715,0.075350426137447,0.046945068985224,-137,-59.4499999994749,46.5083300010017,"Grab Van Veen"
631,3.29,1.41,0.99,15.1,0.112877868115902,0.066914364695549,0.036026582121849,-123,-59.5199999991972,46.4533300010729,"Grab Van Veen"
633,3.66,1.64,2.26,8.45,0.432505577802658,0.385528922080994,0.35379746556282,-27,-59.8249999980823,46.0700000001301,"Grab Van Veen"
635,3.74,1.16,1.29,14.76,0.188796922564507,0.120334267616272,0.085890300571918,-99,-59.5533299986752,46.3133299999055,"Grab Van Veen"
636,3.95,1.35,1.1,9.58,0.129658952355385,0.075755819678307,0.04165481030941,-117,-59.4416699993001,46.3866699997378,"Grab Van Veen"
637,1.4,3.59,0.08,2.31,0.115351222455502,0.083931602537632,0.052849765866995,-154,-59.3266699981807,46.4700000006446,"Grab Van Veen"
641,-0.51,4.18,0.45,2.43,0.47270193696022,0.453577280044556,0.44281855225563,-52,-59.6083300005083,46.040000000856,"Grab Van Veen"
643,6.93,2.13,-0.2,1.84,0.177936896681786,0.113711275160313,0.071873933076859,-131,-59.2466699988429,46.2966700009763,"Grab Van Veen"
644,3.55,1.99,1.78,6.1,0.123071029782295,0.086536355316639,0.056224804371595,-163,-59.1549999987924,46.3599999992357,"Grab Van Veen"
646,-2.93,3.47,1.44,4.3,0.124742202460766,0.08572193980217,0.056380700320005,-126,-59.108329997788,46.2783300002869,"Grab Van Veen"
648,6.33,1.96,0.09,2.4,0.093229115009308,0.072536274790764,0.052714467048645,-280,-58.9166699989156,46.2966700005128,"Grab Van Veen"
649,5.48,2.72,0.04,1.96,0.099482886493206,0.080625519156456,0.065161325037479,-34,-61.2133299978877,45.4083300001941,"Grab Shipek"
650,5.93,2.53,-0.19,2.5,0.118952266871929,0.094923444092274,0.076167196035385,-29,-61.2066699988537,45.4999999994657,"Grab Shipek"
651,6.25,2.16,0.09,2.4,0.120291233062744,0.095434345304966,0.076618567109108,-40,-61.2016700001841,45.5033300005539,"Grab Shipek"
652,3.16,2.92,-0.61,4.03,0.122558549046516,0.096743911504745,0.078252270817757,-22,-61.1933300011027,45.5083300002768,"Grab Shipek"
653,4.61,3.64,-0.8,3.07,0.149842068552971,0.113463297486305,0.090613640844822,-7,-61.2033299986974,45.5466700001578,"Grab Shipek"
655,5.67,2.1,0.49,2.5,0.144993007183075,0.112020447850227,0.087754979729652,-12,-61.2199999987023,45.5533299999577,"Grab Shipek"
656,3.61,3.42,-0.46,2.81,0.143217489123344,0.112599685788155,0.088567681610584,-2,-61.2266699978449,45.5600000003816,"Grab Shipek"
657,2.91,3.67,0.16,2.03,0.142634972929955,0.112694919109344,0.088525786995888,-3,-61.2333299987976,45.561669999114,"Grab Shipek"
658,5.17,1.77,1.17,4.02,0.143120422959328,0.114238448441029,0.089244820177555,-12,-61.2433299988968,45.5633299990877,"Grab Shipek"
659,6.04,1.73,0.71,2.9,0.141099110245705,0.114349104464054,0.086362518370152,-9,-61.2599999976906,45.5683300002728,"Grab Shipek"
660,3.36,3.49,0.31,2.01,0.140892505645752,0.115759320557117,0.08663172274828,-7,-61.2783300000407,45.5716700007682,"Grab Shipek"
661,4.38,4.15,-0.36,1.78,0.138957634568214,0.114195518195629,0.085581675171852,-4,-61.2849999998268,45.5733300011323,"Grab Shipek"
662,4.22,2.91,0.37,2.21,0.135992974042892,0.105454973876476,0.077781312167645,-31,-61.2933299991985,45.5400000002215,"Grab Eckman"
663,4.08,2.61,0.14,3.56,0.135992974042892,0.105454973876476,0.077781312167645,-31,-61.2933299991985,45.5400000002215,"Grab Eckman"
664,1.81,4.08,-0.21,2.27,0.121622644364834,0.095937505364418,0.077060997486115,-32,-61.1966699991191,45.5066700009523,"Grab Shipek"
665,5.01,2.01,1.04,3.12,0.143145740032196,0.1105642542243,0.086898937821388,-12,-61.2133299987379,45.549999999579,"Grab Shipek"
666,4.98,2.75,0.08,2.25,0.127556845545769,0.105522558093071,0.080836802721024,-29,-61.2616699984869,45.5416700005832,"Grab Eckman"
667,6.04,2.06,0.34,2.28,0.124994911253452,0.101485639810562,0.07924734801054,-42,-61.2333299992327,45.5316700012244,"Grab Eckman"
668,4.86,3.38,-0.19,1.96,0.134413987398148,0.10458204895258,0.077403366565704,-17,-61.2899999990799,45.5366700009047,"Grab Eckman"
669,-0.71,2.2,-0.55,1.95,0.11098625510931,0.089060075581074,0.069905273616314,-9,-61.2233299984751,45.4849999995143,"Grab Shipek"
671,7.32,2.14,-0.72,2.8,0.082043685019016,0.07323981076479,0.065827034413815,-171,-60.5299999995926,45.4291699999561,"Grab Van Veen"
672,7.52,2.1,-0.94,3.49,0.097705669701099,0.082311823964119,0.069749109447002,-151,-60.4166699986551,45.5466699992908,"Grab Van Veen"
673,7.68,2.34,-1.25,3.61,0.096169024705887,0.084138542413712,0.07516285777092,-173,-60.569999998952,45.4066699998229,"Grab Van Veen"
674,3.76,4.71,-0.27,1.69,0.10349477827549,0.091624990105629,0.082469768822193,-133,-60.5916699990668,45.3983299993401,"Grab Van Veen"
675,-0.16,5.39,0.7,1.93,0.100817434489727,0.092103146016598,0.085298366844654,-158,-60.6149999981987,45.4233300000014,"Grab Van Veen"
676,-1.23,4.12,0.51,2.54,0.107953518629074,0.099052481353283,0.091906763613224,-145,-60.6316699995114,45.4083300004854,"Grab Van Veen"
677,6.66,2.58,-0.34,1.76,0.111655503511429,0.099742606282234,0.089950986206532,-79,-60.6116700008966,45.3833300001132,"Grab Van Veen"
678,5.71,3.63,-1.08,3.85,0.109338790178299,0.102732308208942,0.09695415943861,-145,-60.6533299997749,45.4166699999668,"Grab Van Veen"
679,6.69,2.63,-0.45,2.1,0.167545720934868,0.156426563858986,0.150310322642326,-123,-60.7833299992614,45.3883300005565,"Grab Van Veen"
680,0.09,4.43,0.7,2.26,0.162534758448601,0.152856469154358,0.148424878716469,-124,-60.7699999986252,45.4033299999905,"Grab Van Veen"
681,-2.69,1.46,3.13,24.57,0.173736944794655,0.16515925526619,0.159873187541962,-131,-60.771669999056,45.3766699988821,"Grab Van Veen"
683,-2.6,3.89,1.81,5.58,0.165324121713638,0.161731287837029,0.156716257333755,-64,-60.7249999985191,45.368330000204,"Grab Van Veen"
684,-1.46,4.85,1.21,3.04,0.14455908536911,0.141220107674599,0.137158259749413,-135,-60.7249999996938,45.3916700005391,"Grab Van Veen"
685,-1.46,4.86,0.61,3.05,0.1261877566576,0.119353264570236,0.116104915738106,-124,-60.7249999993407,45.4250000001844,"Grab Van Veen"
690,6.79,2.38,-0.46,2.46,0.094310782849789,0.083923697471619,0.079135924577713,-128,-60.6900000000072,45.4999999992978,"Grab Van Veen"
691,7.3,2.26,-0.65,2.77,0.1049884557724,0.097677044570446,0.094458796083927,-134,-60.698329998047,45.4599999998481,"Grab Van Veen"
692,7.32,2.26,-0.32,2.76,0.110561311244965,0.107296042144299,0.103034883737564,-138,-60.683329999719,45.4366699995871,"Grab Van Veen"
693,1.15,0,0.46,0.18,0.149176970124245,0.121911644935608,0.108329065144062,-125,-60.7949999985265,45.4566699993197,"Grab Van Veen"
694,0.86,5.08,0.44,1.61,0.180877804756165,0.157987743616104,0.147379741072655,-113,-60.8533299976596,45.4133300002845,"Grab Van Veen"
695,1.61,0,0.55,0.21,0.183802828192711,0.165655046701431,0.15730407834053,-115,-60.8266699998984,45.4016700005752,"Grab Van Veen"
696,3.38,0,-0.21,0.3,0.194103911519051,0.18165847659111,0.174712926149368,-118,-60.8466699995252,45.3733300002635,"Grab Van Veen"
697,0.48,0,0.95,0.29,0.196268856525421,0.180592194199562,0.172409191727638,-105,-60.8849999986067,45.3649999998695,"Grab Van Veen"
698,3.2,0,-0.12,0.17,0.176465183496475,0.150544300675392,0.139466539025307,-92,-60.9016699995837,45.4149999998881,"Grab Van Veen"
699,6.66,2.03,0.08,1.81,0.152089297771454,0.114670783281326,0.098268628120422,-91,-60.9050000002653,45.457499999297,"Grab Van Veen"
700,6.98,0,0.25,0.35,0.152160048484802,0.117924869060516,0.103980496525764,-109,-60.9483299982652,45.4416699998793,"Grab Van Veen"
701,6.85,0,0.27,0.34,0.159178107976913,0.126465976238251,0.112866133451462,-109,-60.9366699984517,45.4341700007577,"Grab Van Veen"
702,7.36,1.75,-0.28,2.17,0.179579555988312,0.157360643148422,0.14913721382618,-87,-60.9416699983679,45.3849999996762,"Grab Van Veen"
703,7.47,0,0.06,0.41,0.181050211191177,0.161770209670067,0.155030131340027,-117,-60.9583299989424,45.3691700006333,"Grab Van Veen"
704,5.86,2.09,0.6,2.21,0.157290562987328,0.129348710179329,0.118020571768284,-78,-60.9733299978898,45.4100000003708,"Grab Van Veen"
705,6.54,0,0.61,0.33,0.140333876013756,0.098648019134998,0.081059664487839,-65,-60.9583299994802,45.4633300012927,"Grab Van Veen"
707,-1.56,5.17,1.1,2.63,0.153137013316154,0.130085825920105,0.120687648653984,-90,-61.008329998972,45.3833299999984,"Grab Van Veen"
708,7.19,1.79,-0.08,1.84,0.134030893445015,0.112012334167957,0.102934032678604,-86,-61.0616699983064,45.3666699998414,"Grab Van Veen"
709,-3.37,4.35,1.99,5.3,0.11839571595192,0.089072711765766,0.076563164591789,-42,-61.0633299981616,45.448330000346,"Grab Van Veen"
710,5.89,1.58,-0.5,3.78,0.11552831530571,0.093441911041737,0.08269839733839,-70,-61.1033299997502,45.3883300005148,"Grab Van Veen"
711,6.38,2.03,0.29,2.04,0.110834784805775,0.091227293014526,0.080402255058289,-76,-61.1266699984602,45.3783299996013,"Grab Van Veen"
712,5.18,1.81,1.41,4.01,0.112629853188992,0.090905614197254,0.079663693904877,-66,-61.1158299999127,45.3950000004562,"Grab Van Veen"
713,-3.32,3.71,1.79,5.17,0.101773709058762,0.079113528132439,0.064270414412022,-42,-61.1550000002762,45.4300000001395,"Grab Van Veen"
714,7.25,1.77,-0.52,4.1,0.099346548318863,0.079716391861439,0.064630575478077,-45,-61.1766699986038,45.3966700008516,"Grab Van Veen"
715,-2.54,2.54,2.44,10.02,0.098417781293392,0.080750361084938,0.06702246516943,-66,-61.2116699984902,45.3699999999654,"Grab Van Veen"
716,-2.95,3.81,1.63,4.91,0.100773699581623,0.081582091748714,0.065183036029339,-31,-61.1999999999511,45.4233300007296,"Grab Van Veen"
717,7.06,1.8,-0.17,2.42,0.11098625510931,0.089060075581074,0.069905273616314,-9,-61.2249999985377,45.4849999993529,"Grab Van Veen"
718,6.31,1.86,0.46,2.18,0.100771427154541,0.07160609960556,0.059865072369576,-53,-61.2749999996134,45.3583299992474,"Grab Van Veen"
719,6.79,1.77,0.27,1.97,0.106176882982254,0.073770865797997,0.059233848005533,-38,-61.287499999656,45.3966700004443,"Grab Van Veen"
720,6.27,1.87,0.46,2.61,0.104553140699863,0.070141650736332,0.055639863014221,-45,-61.301669999589,45.3750000009973,"Grab Van Veen"
721,6.69,1.79,0.21,2.23,0.106738917529583,0.067853085696697,0.050980381667614,-40,-61.3283299985096,45.3858299997713,"Grab Van Veen"
722,6.65,1.76,0.23,2.63,0.09030743688345,0.064471796154976,0.043938867747784,-33,-61.3616700001567,45.358330000487,"Grab Van Veen"
723,6.45,1.77,0.5,2.15,0.107700854539871,0.077186904847622,0.055848743766546,-36,-61.3616699987407,45.375829999292,"Grab Van Veen"
724,6.87,0,0.42,0.34,0.108816102147102,0.075263202190399,0.055558733642101,-34,-61.3899999987949,45.3833300006799,"Grab Van Veen"
725,6.59,1.84,0.39,1.89,0.104705020785332,0.07265592366457,0.053560558706522,-33,-61.3949999986683,45.3708300006443,"Grab Van Veen"
726,6.1,1.94,0.39,2.95,0.101429983973503,0.06958744674921,0.048743955790997,-30,-61.4241699995131,45.3783300009748,"Grab Van Veen"
727,5.05,2.27,0.38,3,0.098084054887295,0.068034835159779,0.048167452216148,-25,-61.4283299994217,45.362499999639,"Grab Van Veen"
728,4,3.43,-0.28,2.43,0.100054703652859,0.068596303462982,0.047304768115282,-23,-61.4466699984483,45.3749999993225,"Grab Van Veen"
729,5.25,2.4,-0.64,5.65,0.109161756932735,0.073697909712791,0.051536910235882,-21,-61.4349999995342,45.3866700003089,"Grab Van Veen"
731,1.78,4.38,0.35,1.77,0.114720910787582,0.080740004777908,0.056366682052612,-21,-61.3883299994479,45.4033299997336,"Grab Van Veen"
732,6.04,2.03,0.47,2.16,0.11402639746666,0.080981448292732,0.058459307998419,-32,-61.3566699995295,45.4016699996978,"Grab Van Veen"
733,-5.16,0.79,7.16,0,0.11572889983654,0.082072377204895,0.059316884726286,-18,-61.3516700003679,45.4149999999936,"Grab Van Veen"
734,-3.35,0,0.67,1.89,0.108024500310421,0.087878197431564,0.06958182156086,-18,-61.2249999989899,45.4616699989292,"Grab Van Veen"
735,4.82,1.82,1.34,5.11,0.106247797608376,0.083456836640835,0.06614363193512,-30,-61.1843299995828,45.4483300000972,"Grab Van Veen"
736,4.75,2,1.29,3.97,0.10681376606226,0.080276407301426,0.065475583076477,-39,-61.1325000000097,45.4683299993347,"Grab Van Veen"
737,5.25,2.13,1.03,2.81,0.105005674064159,0.078925177454948,0.063272640109062,-36,-61.148330000029,45.4616699998697,"Grab Van Veen"
739,4.91,2.22,0.95,3,0.103520102798939,0.077724158763885,0.061282813549042,-30,-61.1616700001514,45.4649999993971,"Grab Van Veen"
740,2.88,0.28,0.27,4.81,0.114150889217854,0.087192080914974,0.069930322468281,-29,-61.1599999993955,45.4733300009287,"Grab Van Veen"
741,5.33,0,0.49,0.78,0.114905014634132,0.086667336523533,0.06986290961504,-35,-61.1449999979485,45.4766700002046,"Grab Van Veen"
742,4.57,0,0.53,1.14,0.124782890081406,0.092299960553646,0.073691375553608,-23,-61.1466699995283,45.4916699998144,"Grab Van Veen"
743,5.57,0,0.42,0.39,0.116913884878159,0.088687658309937,0.071238242089748,-29,-61.1549999989937,45.4833299989439,"Grab Van Veen"
744,4.63,0,0.42,0.84,0.118193991482258,0.090226754546165,0.072528101503849,-32,-61.1650000001262,45.4866700000353,"Grab Van Veen"
745,5.33,2.17,0.73,2.54,0.116648823022842,0.089892342686653,0.072204545140266,-29,-61.1733300003294,45.4816699993601,"Grab Van Veen"
746,5.85,0,0.46,0.41,0.109783329069614,0.085888840258121,0.067873381078243,-19,-61.1899999994949,45.4683300002042,"Grab Van Veen"
747,6.41,0,0.48,0.44,0.112675726413727,0.088267035782337,0.069565489888191,-24,-61.1966700009029,45.4866700001697,"Grab Van Veen"
748,5.86,0,0.29,0.4,0.119419977068901,0.094087161123753,0.075995318591595,-42,-61.1916699996793,45.4966700005472,"Grab Van Veen"
749,6.85,0,0.4,0.41,0.120886325836182,0.096989639103413,0.077237978577614,-35,-61.2133299987036,45.5049999992699,"Grab Van Veen"
750,5.64,0,0.05,0.18,0.119433701038361,0.097924403846264,0.077079281210899,-31,-61.227499998396,45.5174999993763,"Grab Van Veen"
751,5.75,0,0.07,0.29,0.121961750090122,0.100489161908627,0.078309871256351,-27,-61.2400000002667,45.5266700012636,"Grab Van Veen"
752,5.48,0,0.39,0.37,0.129733189940453,0.103797569870949,0.080889485776424,-17,-61.2283300002287,45.5400000008423,"Grab Van Veen"
753,5.96,0,0.59,0.38,0.133801430463791,0.109102420508862,0.083189584314823,-12,-61.2599999991047,45.5541700010059,"Grab Van Veen"
754,5.35,0,0.3,0.25,0.128067031502724,0.105456821620464,0.080950237810612,-35,-61.2566699995959,45.5425000008709,"Grab Van Veen"
755,1.11,0,0.78,0.18,0.12563918530941,0.103199861943722,0.079312175512314,-18,-61.2616699997179,45.5350000002331,"Grab Van Veen"
756,5.51,0,-0.21,0.99,0.134052634239197,0.105341970920563,0.078027822077274,-37,-61.2849999981547,45.5408300005416,"Grab Van Veen"
757,5.32,0,-0.19,0.87,0.14189225435257,0.107694692909718,0.077803038060665,-36,-61.3058299985875,45.5466700002364,"Grab Van Veen"
758,7.53,2.19,-0.94,3.27,0.088823035359383,0.075707897543907,0.065276935696602,-170,-60.5283299992878,45.4050000001232,"Grab Van Veen"
759,6.81,2.79,-0.95,3.17,0.090061776340008,0.081469550728798,0.074697867035866,-162,-60.5716699981419,45.4300000000576,"Grab Van Veen"
760,0.33,5.56,0.41,1.64,0.104061752557755,0.094169832766056,0.086509838700294,-158,-60.6116699998189,45.4100000008444,"Grab Van Veen"
762,6.95,2.33,-0.33,1.93,0.133286878466606,0.127262517809868,0.120895259082317,-134,-60.683329998434,45.3866699993482,"Grab Van Veen"
763,6.96,2.34,-0.16,1.92,0.164688527584076,0.143107891082764,0.132922291755676,-116,-60.8099999988222,45.4316700009316,"Grab Van Veen"
764,-0.54,4.8,0.74,2.21,0.139606118202209,0.104051396250725,0.088419280946255,-60,-60.9916699991272,45.4499999990372,"Grab Van Veen"
765,-2.18,3.75,1.21,3.82,0.124697424471378,0.101329743862152,0.091648273169994,-85,-61.0566699986662,45.4016699991414,"Grab Van Veen"
766,5.91,1.86,0.87,2.56,0.102648198604584,0.073139242827892,0.060013122856617,-50,-61.2683299983792,45.3816699993821,"Grab Van Veen"
767,5.39,3.52,-0.93,3.18,0.099365189671516,0.070830121636391,0.052730485796928,-33,-61.3408299993821,45.3575000012415,"Grab Van Veen"
768,-2.99,3.54,2.02,5.98,0.111404649913311,0.084970697760582,0.067140035331249,-18,-61.2550000002427,45.4366700010398,"Grab Van Veen"
769,5.37,2.05,0.91,2.74,0.107473462820053,0.081129819154739,0.066151730716228,-44,-61.1349999990066,45.4583300011045,"Grab Van Veen"
770,4.92,0,0.42,0.56,0.120151564478874,0.097661323845387,0.077260941267014,-15,-61.2266699999433,45.5041699996812,"Grab Van Veen"
771,6.14,0,0.52,0.37,0.131761968135834,0.106465488672256,0.082063086330891,-18,-61.2416699987262,45.5491699996818,"Grab Van Veen"
772,6.96,2.04,-0.33,2.46,0.123281016945839,0.114379398524761,0.109167419373989,-88,-61.1279999990825,45.1158300009176,"Grab Unknown"
773,3.48,1.49,2.79,11.42,0.168422892689705,0.16315133869648,0.158273294568062,-181,-60.8171699994717,45.135499999859,"Grab Unknown"
774,6.85,2.05,-0.2,1.96,0.149010613560677,0.126855686306953,0.106825426220894,-175,-60.6874999996171,44.9999999999603,"Grab Unknown"
776,5.92,2.16,0.31,2.25,0.123913906514645,0.119827717542648,0.116010256111622,-162,-60.8936699993394,45.0983300005362,"Grab Unknown"
777,5.53,2.53,0.26,1.86,0.13716784119606,0.133428141474724,0.129610270261765,-134,-60.9183299990572,45.1078300010586,"Grab Unknown"
778,4.95,2.97,-0.17,2.29,0.116701923310757,0.112052910029888,0.109038986265659,-149,-61.0103299994335,45.0803300007024,"Grab Unknown"
779,6.25,2.11,-0.06,2.81,0.166233226656914,0.139168411493301,0.122325457632542,-47,-61.4303299984651,45.0570000006457,"Grab Unknown"
780,5.88,1.88,0.66,2.83,0.171795785427094,0.145134568214417,0.128619283437729,-49,-61.4433299993463,45.0491699991774,"Grab Unknown"
781,6.81,1.81,0.09,2.21,0.152504205703735,0.138058140873909,0.128284677863121,-82,-61.3005000000626,45.0683300002949,"Grab Unknown"
782,5.87,3.1,-0.91,3.67,0.33963418006897,0.293712854385376,0.263766795396805,-98,-60.1784999992009,45.043500000948,"Grab Unknown"
783,7,1.85,-0.24,2.7,0.115968093276024,0.110550805926323,0.107185795903206,-125,-61.1003299987737,45.0775000008436,"Grab Unknown"
784,2.1,4.24,0.05,2.14,0.119909919798374,0.115200944244862,0.111072957515717,-128,-61.1316699978197,45.0696700003658,"Grab Unknown"
785,6.05,2.89,-0.62,2.55,0.147877529263496,0.138501599431038,0.131460428237915,-102,-61.2449999995249,45.0633300006002,"Grab Unknown"
787,4.97,2.95,-0.15,2.29,0.145665258169174,0.114047162234783,0.095988109707832,-39,-61.3799999982062,45.1066700002378,"Grab Unknown"
788,5.47,2.97,-0.31,2.25,0.158224120736122,0.143172532320023,0.131637394428253,-69,-61.3566699989456,45.0600000010376,"Grab Unknown"
789,2.39,2.49,0.53,5.52,0.159435093402863,0.153421938419342,0.146749094128609,-125,-61.2225000001669,45.0224999999147,"Grab Unknown"
790,5.86,2.15,0.36,2.41,0.130852565169334,0.119440101087093,0.113129399716854,-67,-61.1233299983009,45.150000000405,"Grab Unknown"
791,2.44,1.28,-0.2,4.11,0.126689881086349,0.115716837346554,0.10914708673954,-86,-61.1516699981692,45.1266699995873,"Grab Unknown"
792,6.67,2.3,-0.59,2.82,0.118603177368641,0.11157963424921,0.106938980519772,-100,-61.1333299988678,45.0933299995817,"Grab Unknown"
793,2,4.52,0.36,1.78,0.137776494026184,0.127430468797684,0.120174542069435,-83,-61.2449999990646,45.0849999994867,"Grab Unknown"
794,-2.21,4.05,1.41,3.92,0.174522593617439,0.160344406962395,0.14875353872776,-68,-61.3633299988515,45.0366699994487,"Grab Unknown"
795,5.57,3.54,-0.61,2.09,0.131336912512779,0.127207353711128,0.123630568385124,-149,-61.135829998574,45.0249999995427,"Grab Unknown"
796,7.39,1.72,-0.6,3.67,0.110595807433128,0.108044527471066,0.105003044009209,-154,-61.0716699990049,45.0400000005748,"Grab Unknown"
798,-4.12,2.48,3.32,15.41,0.169139310717583,0.163923919200897,0.160483509302139,-100,-60.9749999985299,45.1449999995043,"Grab Unknown"
799,5.98,2.07,0.39,2.25,0.100928239524364,0.095952317118645,0.092699602246284,-189,-60.9549999994802,45.0399999995388,"Grab Unknown"
800,3.25,1.18,3.15,18.89,0.145956158638,0.139454022049904,0.133485719561577,-126,-60.7883299991841,45.1016700011322,"Grab Unknown"
